case_id,field,production_value,reference_value,same_or_different,classification,possible_reason,school_convention,resolved,gender_binding
C07-1990-early-zi,destiny_master,破军,破军,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,body_master,火星,火星,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.命宫,4,4,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.兄弟,3,3,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.夫妻,2,2,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.子女,1,1,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.财帛,0,0,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.疾厄,11,11,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.迁移,10,10,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.仆役,9,9,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.官禄,8,8,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.田宅,7,7,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.福德,6,6,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_branch.父母,5,5,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.命宫,壬,壬,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.兄弟,辛,辛,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.夫妻,庚,庚,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.子女,己,己,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.财帛,戊,戊,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.疾厄,己,己,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.迁移,戊,戊,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.仆役,丁,丁,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.官禄,丙,丙,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.田宅,乙,乙,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.福德,甲,甲,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,palace_stem.父母,癸,癸,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.命宫,['太阳'],['太阳'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.兄弟,"['武曲', '破军']","['武曲', '破军']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.夫妻,['天同'],['天同'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.子女,[],[],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.财帛,[],[],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.疾厄,"['七杀', '廉贞']","['七杀', '廉贞']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.迁移,['天梁'],['天梁'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.仆役,['天相'],['天相'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.官禄,['巨门'],['巨门'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.田宅,"['紫微', '贪狼']","['紫微', '贪狼']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.福德,"['天机', '太阴']","['天机', '太阴']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,major_stars.父母,['天府'],['天府'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.命宫,['右弼'],['右弼'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.兄弟,[],[],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.夫妻,['文曲'],['文曲'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.子女,['铃星'],['铃星'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.财帛,[],[],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.疾厄,"['天魁', '火星']","['天魁', '火星']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.迁移,[],[],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.仆役,"['地劫', '地空']","['地劫', '地空']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.官禄,['文昌'],['文昌'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.田宅,['擎羊'],['擎羊'],same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.福德,"['天马', '左辅', '禄存']","['天马', '左辅', '禄存']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,minor_stars.父母,"['天钺', '陀罗']","['天钺', '陀罗']",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,mutagen.禄,太阳,太阳,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,mutagen.权,武曲,武曲,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,mutagen.科,太阴,天府,different,DIFFERENT_SCHOOL_CONVENTION,十干四化表存在流派差异（同一干位的『科』星取法不同）。,戊干四化「右弼科 / 太阳科」两说；庚干四化「太阴科 / 天同科 / 天府科」多说；壬干四化「左辅科 / 天府科」两说,True,gender_independent
C07-1990-early-zi,mutagen.忌,天同,天同,same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.命宫,"[0, 4, 8, 10]","[0, 4, 8, 10]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.兄弟,"[3, 7, 9, 11]","[3, 7, 9, 11]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.夫妻,"[2, 6, 8, 10]","[2, 6, 8, 10]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.子女,"[1, 5, 7, 9]","[1, 5, 7, 9]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.财帛,"[0, 4, 6, 8]","[0, 4, 6, 8]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.疾厄,"[3, 5, 7, 11]","[3, 5, 7, 11]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.迁移,"[2, 4, 6, 10]","[2, 4, 6, 10]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.仆役,"[1, 3, 5, 9]","[1, 3, 5, 9]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.官禄,"[0, 2, 4, 8]","[0, 2, 4, 8]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.田宅,"[1, 3, 7, 11]","[1, 3, 7, 11]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.福德,"[0, 2, 6, 10]","[0, 2, 6, 10]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,trine.父母,"[1, 5, 9, 11]","[1, 5, 9, 11]",same,IDENTICAL,,,True,gender_independent
C07-1990-early-zi,decadal_range.命宫,"[3, 12]","[3, 12]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.兄弟,"[113, 122]","[113, 122]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.夫妻,"[103, 112]","[103, 112]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.子女,"[93, 102]","[93, 102]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.财帛,"[83, 92]","[83, 92]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.疾厄,"[73, 82]","[73, 82]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.迁移,"[63, 72]","[63, 72]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.仆役,"[53, 62]","[53, 62]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.官禄,"[43, 52]","[43, 52]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.田宅,"[33, 42]","[33, 42]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.福德,"[23, 32]","[23, 32]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,decadal_range.父母,"[13, 22]","[13, 22]",same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.命宫,死,死,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.兄弟,病,病,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.夫妻,衰,衰,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.子女,帝旺,帝旺,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.财帛,临官,临官,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.疾厄,冠带,冠带,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.迁移,沐浴,沐浴,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.仆役,长生,长生,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.官禄,养,养,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.田宅,胎,胎,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.福德,绝,绝,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,changsheng12.父母,墓,墓,same,IDENTICAL,,,True,gender_dependent
C07-1990-early-zi,horoscope.yearly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C07-1990-early-zi,horoscope.monthly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C08-1999-december,five_elements_class,水二局,水二局,same,IDENTICAL,,,True,gender_independent
C08-1999-december,soul_palace,11,11,same,IDENTICAL,,,True,gender_independent
C08-1999-december,body_palace,9,9,same,IDENTICAL,,,True,gender_independent
C08-1999-december,destiny_master,巨门,文曲,different,DIFFERENT_SUSPECTED_IMP_BUG,参考实现以**生年地支**索引命主表；命主的标准定义是以**命宫地支**查表（身主才是以生年支查表）。这是参考实现的疑似实现问题，不是流派差异；本条不影响生产引擎（iztro 按标准口径给出命主）。,,False,gender_independent
C08-1999-december,body_master,天同,天同,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.命宫,11,11,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.兄弟,10,10,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.夫妻,9,9,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.子女,8,8,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.财帛,7,7,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.疾厄,6,6,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.迁移,5,5,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.仆役,4,4,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.官禄,3,3,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.田宅,2,2,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.福德,1,1,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_branch.父母,0,0,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.命宫,丁,丁,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.兄弟,丙,丙,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.夫妻,乙,乙,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.子女,甲,甲,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.财帛,癸,癸,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.疾厄,壬,壬,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.迁移,辛,辛,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.仆役,庚,庚,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.官禄,己,己,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.田宅,戊,戊,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.福德,丁,丁,same,IDENTICAL,,,True,gender_independent
C08-1999-december,palace_stem.父母,丙,丙,same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.命宫,"['破军', '紫微']","['破军', '紫微']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.兄弟,['天机'],['天机'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.夫妻,[],[],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.子女,['太阳'],['太阳'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.财帛,"['七杀', '武曲']","['七杀', '武曲']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.疾厄,"['天同', '天梁']","['天同', '天梁']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.迁移,['天相'],['天相'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.仆役,['巨门'],['巨门'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.官禄,"['廉贞', '贪狼']","['廉贞', '贪狼']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.田宅,['太阴'],['太阴'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.福德,['天府'],['天府'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,major_stars.父母,[],[],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.命宫,[],[],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.兄弟,"['右弼', '地空', '天魁']","['右弼', '地空', '天魁']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.夫妻,['文昌'],['文昌'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.子女,['地劫'],['地劫'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.财帛,['铃星'],['铃星'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.疾厄,"['天钺', '火星']","['天钺', '火星']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.迁移,['擎羊'],['擎羊'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.仆役,['禄存'],['禄存'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.官禄,"['天马', '陀罗']","['天马', '陀罗']",same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.田宅,[],[],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.福德,['文曲'],['文曲'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,minor_stars.父母,['左辅'],['左辅'],same,IDENTICAL,,,True,gender_independent
C08-1999-december,mutagen.禄,武曲,武曲,same,IDENTICAL,,,True,gender_independent
C08-1999-december,mutagen.权,贪狼,贪狼,same,IDENTICAL,,,True,gender_independent
C08-1999-december,mutagen.科,天梁,天梁,same,IDENTICAL,,,True,gender_independent
C08-1999-december,mutagen.忌,文曲,文曲,same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.命宫,"[3, 5, 7, 11]","[3, 5, 7, 11]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.兄弟,"[2, 4, 6, 10]","[2, 4, 6, 10]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.夫妻,"[1, 3, 5, 9]","[1, 3, 5, 9]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.子女,"[0, 2, 4, 8]","[0, 2, 4, 8]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.财帛,"[1, 3, 7, 11]","[1, 3, 7, 11]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.疾厄,"[0, 2, 6, 10]","[0, 2, 6, 10]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.迁移,"[1, 5, 9, 11]","[1, 5, 9, 11]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.仆役,"[0, 4, 8, 10]","[0, 4, 8, 10]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.官禄,"[3, 7, 9, 11]","[3, 7, 9, 11]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.田宅,"[2, 6, 8, 10]","[2, 6, 8, 10]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.福德,"[1, 5, 7, 9]","[1, 5, 7, 9]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,trine.父母,"[0, 4, 6, 8]","[0, 4, 6, 8]",same,IDENTICAL,,,True,gender_independent
C08-1999-december,decadal_range.命宫,"[2, 11]","[2, 11]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.兄弟,"[12, 21]","[12, 21]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.夫妻,"[22, 31]","[22, 31]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.子女,"[32, 41]","[32, 41]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.财帛,"[42, 51]","[42, 51]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.疾厄,"[52, 61]","[52, 61]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.迁移,"[62, 71]","[62, 71]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.仆役,"[72, 81]","[72, 81]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.官禄,"[82, 91]","[82, 91]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.田宅,"[92, 101]","[92, 101]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.福德,"[102, 111]","[102, 111]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,decadal_range.父母,"[112, 121]","[112, 121]",same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.命宫,死,死,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.兄弟,墓,墓,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.夫妻,绝,绝,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.子女,胎,胎,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.财帛,养,养,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.疾厄,长生,长生,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.迁移,沐浴,沐浴,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.仆役,冠带,冠带,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.官禄,临官,临官,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.田宅,帝旺,帝旺,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.福德,衰,衰,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,changsheng12.父母,病,病,same,IDENTICAL,,,True,gender_dependent
C08-1999-december,horoscope.yearly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C08-1999-december,horoscope.monthly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C09-2004-leap-month,five_elements_class,金四局,金四局,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,soul_palace,7,7,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,body_palace,7,7,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,destiny_master,文曲,廉贞,different,DIFFERENT_SUSPECTED_IMP_BUG,参考实现以**生年地支**索引命主表；命主的标准定义是以**命宫地支**查表（身主才是以生年支查表）。这是参考实现的疑似实现问题，不是流派差异；本条不影响生产引擎（iztro 按标准口径给出命主）。,,False,gender_independent
C09-2004-leap-month,body_master,天梁,天梁,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.命宫,7,7,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.兄弟,6,6,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.夫妻,5,5,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.子女,4,4,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.财帛,3,3,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.疾厄,2,2,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.迁移,1,1,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.仆役,0,0,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.官禄,11,11,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.田宅,10,10,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.福德,9,9,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_branch.父母,8,8,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.命宫,癸,癸,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.兄弟,壬,壬,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.夫妻,辛,辛,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.子女,庚,庚,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.财帛,己,己,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.疾厄,戊,戊,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.迁移,丁,丁,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.仆役,丙,丙,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.官禄,丁,丁,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.田宅,丙,丙,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.福德,乙,乙,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,palace_stem.父母,甲,甲,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.命宫,['天相'],['天相'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.兄弟,"['太阳', '巨门']","['太阳', '巨门']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.夫妻,"['武曲', '贪狼']","['武曲', '贪狼']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.子女,"['天同', '太阴']","['天同', '太阴']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.财帛,['天府'],['天府'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.疾厄,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.迁移,"['廉贞', '破军']","['廉贞', '破军']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.仆役,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.官禄,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.田宅,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.福德,"['七杀', '紫微']","['七杀', '紫微']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,major_stars.父母,"['天机', '天梁']","['天机', '天梁']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.命宫,['右弼'],['右弼'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.兄弟,['火星'],['火星'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.夫妻,['天钺'],['天钺'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.子女,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.财帛,"['地劫', '地空', '左辅']","['地劫', '地空', '左辅']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.疾厄,"['文昌', '铃星']","['文昌', '铃星']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.迁移,['擎羊'],['擎羊'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.仆役,"['天马', '禄存']","['天马', '禄存']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.官禄,"['天魁', '陀罗']","['天魁', '陀罗']",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.田宅,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.福德,[],[],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,minor_stars.父母,['文曲'],['文曲'],same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,mutagen.禄,廉贞,廉贞,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,mutagen.权,破军,破军,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,mutagen.科,武曲,武曲,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,mutagen.忌,太阳,太阳,same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.命宫,"[1, 3, 7, 11]","[1, 3, 7, 11]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.兄弟,"[0, 2, 6, 10]","[0, 2, 6, 10]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.夫妻,"[1, 5, 9, 11]","[1, 5, 9, 11]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.子女,"[0, 4, 8, 10]","[0, 4, 8, 10]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.财帛,"[3, 7, 9, 11]","[3, 7, 9, 11]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.疾厄,"[2, 6, 8, 10]","[2, 6, 8, 10]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.迁移,"[1, 5, 7, 9]","[1, 5, 7, 9]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.仆役,"[0, 4, 6, 8]","[0, 4, 6, 8]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.官禄,"[3, 5, 7, 11]","[3, 5, 7, 11]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.田宅,"[2, 4, 6, 10]","[2, 4, 6, 10]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.福德,"[1, 3, 5, 9]","[1, 3, 5, 9]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,trine.父母,"[0, 2, 4, 8]","[0, 2, 4, 8]",same,IDENTICAL,,,True,gender_independent
C09-2004-leap-month,decadal_range.命宫,"[4, 13]","[4, 13]",same,IDENTICAL,,,True,gender_dependent
C09-2004-leap-month,decadal_range.兄弟,"[114, 123]","[114, 123]",same,IDENTICAL,,,True,gender_dependent
